,Uniq Id,Crawl Timestamp,Average_Salary,Average_Experience,fun_0,fun_1,fun_2,fun_3,fun_4,fun_5,skill_0,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,role_cat_0,role_cat_1,role_cat_2,ind_0,ind_1,ind_2,ind_3,role_0,role_1,job_0,job_1,job_2,loc_0,loc_1,loc_2,loc_3
10,dacc14e91a0392de07b254ee2cdaf21d,2019-08-04 10:16:46+00:00,287500.0,2.5,ITES , BPO , KPO , LPO , Customer Service , Operations,cca, bpo, csr, international bpo, customer service, outbound process, customer care, tourism, customer support, fresher,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),International BPO , Non Voice Process , Rotational Shift ,Ahmedabad,,,
11,09e9e46de086bacb85b681c224ebf7e1,2019-08-06 02:32:32+00:00,500000.0,5.5,Journalism , Editing , Content,,,,Automobile, Digital Content, Content Development, Production, Web Content Writing,,,,,,Content Development,,,Media, Entertainment, Internet,,Content Developer,,Digital Content Producer For largest Media House,,,Bengaluru,Hyderabad,,
12,e9d8405236697b42a29b97312d64b5bd,2019-08-04 23:51:20+00:00,1100000.0,8.0,Sales , Retail , Business Development,,,,Tourism, target achievement, negotiation skills, revenue management, Tour Packages,,,,,,Retail Sales,,,Aviation, Aerospace, Aeronautical,,Sales,Business Development Manager,Manager Holidays,,,Mumbai,,,
13,9fe22323e405db3cbc78728b75437510,2019-08-04 19:13:12+00:00,500000.0,3.0,ITES , BPO , KPO , LPO , Customer Service , Operations,sds, radiology, CPT, icd - 10, EM, medical coding, coders, surgery, ed,,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),IP DRG , Surgery , ED ,Chennai,Hyderabad,Trivandrum,
14,8eb273453f65f570f892ae74b6fb6ba6,2019-07-04 21:07:33+00:00,237500.0,2.5,ITES , BPO , KPO , LPO , Customer Service , Operations,international bpo, bpo, kpo, web chat, non voice process, e mail, international call center, customer service representative, cse, interpersonal skills,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),Night Shift - Non Voice , Web Chat - BPO,,Ahmedabad,Gandhinagar,Vadodara,
15,9d0598e7c8146a3cc08b1a194bdbd2b6,2019-08-06 00:20:50+00:00,625000.0,4.5,Sales , Retail , Business Development,,,,Trade, Forex Trading, Forex, fx, Lead Generation, Accounting, Banking, Revenue Generation, Current Account,,Retail Sales,,,Banking, Financial Services, Broking,,Sales,Business Development Manager,Opportunity For Current Account RM ||bank || Delhi,,,Delhi NCR,,,
16,089231f3f13354d6db9ea361b3771832,2019-07-06 11:11:51+00:00,400000.0,3.0,Sales , Retail , Business Development,,,,Project Administration, Coordination,,,,,,,,,Sales Support,,,Industrial Products, Heavy Machinery,,,Sales Coordinator,,Project Executive,coordinator,,Delhi (Bhikaji Cama),,,
17,8bea7bdf50bda9a888dc02d54515dd3d,2019-08-05 02:50:19+00:00,625000.0,7.5,ITES , BPO , KPO , LPO , Customer Service , Operations,Revenue Cycle Management, US Healthcare, Payment Posting, Medical Billing, Medical Coding, us visa, Team Leading Skills, Healthcare, Denial Management, RCM,Back Office,Web,Transaction Processing,Medical, Healthcare, Hospitals,,Team Leader -(NonTechnical),,Looking For Assistant Manager - Healthcare (US Visa is Must),,,Chennai,,,
18,95b3d1a15942bfce803a675386ee443f,2019-08-04 04:27:38+00:00,325000.0,3.0,Marketing , Advertising , MR , PR , Media Planning,,digital marketing, seo specialist, advertising agency, online marketing, seo, seo expert, facebook marketing,,,,Online,Digital Marketing,,Advertising, PR, MR, Event Management,Search Engine Optimisation ,SEO Specialist,SEO Expert, Digital Marketing Gurgaon,,Gurgaon,,,
19,d5609ef5f5dbb59a3c93c7511eb36254,2019-08-05 06:34:17+00:00,287500.0,7.5,Production , Manufacturing , Maintenance,,,,Validation, Installation, Breakdown Maintenance, Industrial Safety, gmp, Boiler, Design, HVAC, Gensets, Air Compressor,Production,Manufacturing,Maintenance,Pharma, Biotech, Clinical Research,,Engineering Manager,,Head Engineering,,,Delhi,,,
20,11816d1bd6178c9738bc6a86ec26ad65,2019-08-04 19:44:47+00:00,250000.0,1.0,Sales , Retail , Business Development,,,,marketing officer, pharma sales, Marketing Representative, marketing executive, pharma marketing, sales officer, sales representative, business development executive, Fresher, trainee,Retail Sales,,,Pharma, Biotech, Clinical Research,,Medical Representative,,Opening For the post of Mr,territory Business Manager in An Pharma,,Delhi NCR,Delhi,,
21,d77b2793d5d4d4cf7568edb00e1eca54,2019-08-04 12:42:49+00:00,1000000.0,8.5,Marketing , Advertising , MR , PR , Media Planning,,PR, Public Relations, Media Relations, Social Media, Marketing Communication, corporate communication, media relation, corp comm, Online Media, public relation,Public Relations,,,Advertising, PR, MR, Event Management,Public Relations & Media Relations Manager,,Public Relations Manager - Bangalore,,,Bengaluru,,,
22,60548777d4e0aa6b74a290206e4c26f3,2019-08-04 22:04:14+00:00,925000.0,6.0,IT Software - Application Programming , Maintenance,,,,,C#,Application Development,Senior Level,MS SQL,Visual Basic,Power Bi,MSBI,SSIS,Recruitment,Data Integration,Admin,Maintenance,Security,Banking / Financial Services / Broking,,,,IT,Networking-Manager,Assistant Manager – BI&I (data Automation),,,Mumbai,,,
23,9905be1c2aaa88adcfe784311169ca4a,2019-07-04 21:09:09+00:00,750000.0,6.5,Teaching , Education , Training , Counselling,,,planning, training, training manager, trainer, faculty,,,,,,Teachers,,,Wellness , Fitness , Sports, Beauty,Trainer,,Regional Trainer - Skin for Wellness & Beauty Industry (only Females),,,Ahmedabad,Indore,,
24,bd2ebf9602b04f86eca56e5168d757fd,2019-07-04 18:43:26+00:00,462500.0,6.0,Hotels , Restaurants,,,,,assistant restaurant manager, restaurant, restaurant manager,,,,,,,,Food & Beverage,,,Travel , Hotels , Restaurants , Airlines ,Restaurant Manager,,Assistant Restaurant Manager , Restaurant Manager,,Delhi NCR,,,
25,f3443b558e47406334c774f56971d0d2,2019-07-06 13:30:35+00:00,412500.0,12.0,Accounts , Finance , Tax , Company Secretary , Audit,,accounting, finance, financial reporting, statutory compliance, gst, vat,,,,,Accounts,,,Iron and Steel,,,,Accounts Manager,,Manager Accounts-wazirpur-mba-finance-salary-35k(export House exp),,,Delhi NCR,,,
26,b5de0456abf24bd2097a24b45bc3c01e,2019-07-04 20:28:34+00:00,225000.0,1.0,ITES , BPO , KPO , LPO , Customer Service , Operations,customer service, customer care, team, communication, bpo, call center, inbound, voice, backend, non voice,Voice,,,Fresher, Trainee, Entry Level,,Associate,Senior Associate -(NonTechnical),Inbound Phone Banking Voice Process - Leading Bank - Noida,,,Noida,,,
27,e7b97d53191e800845fd875d66a8ce8e,2019-07-04 07:58:02+00:00,425000.0,4.5,Export , Import , Merchandising,,,,Merchandising, Buyer Activities, Follow Ups, Vendor, purchase, vendor development, tracking,,,,Production,Merchandising,Business Development,Textiles, Garments, Accessories,,Merchandiser,,Merchandiser,,,Thane,Mumbai,Navi Mumbai,
28,79a2c4789b423d4495634440db867fe6,2019-07-05 02:31:34+00:00,1600000.0,8.5,IT Software - Application Programming , Maintenance,,,,,C#, Azure, Powershell, Script Writing, API, Debugging, Devops, Application Integration,,,Programming & Design,,,IT-Software, Software Services,,,Team Lead,Technical Lead,Hiring ll Azure Devops and Management Lead ll Hyderabad,,,Hyderabad,,,
29,77ac7ec4dde0c49093d85119cbbf532a,2019-08-05 13:58:26+00:00,275000.0,3.0,Teaching , Education , Training , Counselling,,,Staff Training, Day Care, Recruitment,,,,,,,,Teachers,,,Education, Teaching, Training,,DaycareTeacher , Incharge ,Corporate-Day Care Manager.,,,Pune,,,
30,345b1f836663d8597443de9dfeee3cfd,2019-07-05 06:50:49+00:00,900000.0,6.5,Marketing , Advertising , MR , PR , Media Planning,,digital marketing,email marketing,adwords,display advertising,digital campaigns,google analytics,sem,seo,,,Online,Digital Marketing,,Education / Teaching / Training,,,,Social Media Marketing Manager,,Deputy Manager- Performance,digital Marketing,,Delhi NCR,,,
31,83ab763f56bc1791f65bde08440a6239,2019-07-04 02:33:16+00:00,537500.0,5.5,Sales , Retail , Business Development,,,,Sales, Business Development, Change Management, Mobile, mobiles, handset, mobile handset, Marketing, Relationship Management, Distribution Management,Channel Sales,,,Consumer Electronics, Appliances, Durables,,Sales , BD Manager,Relationship Manager,,,Chandigarh,,,
32,fdc8b6bd43874861e73ca4606cba043f,2019-08-04 10:24:55+00:00,325000.0,2.0,ITES , BPO , KPO , LPO , Customer Service , Operations,Bpo Voice, Voice Process, International BPO,,,,,,,,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),International BPO- Mahindra- Meru- TATA SKY- Paddle Point-pepperfry-hc,,,Mumbai,Mumbai Suburbs,Navi Mumbai,Thane
33,01ae220b6cb7f40be3f327862ea1b377,2019-08-05 23:26:02+00:00,950000.0,12.5,Purchase / Logistics / Supply Chain,,,,,,Stores, warehouse, Logistics,,,,,,,,Logistics,,,Automobile, Auto Anciliary, Auto Components,,Logistics Manager,,Store Head-leading Manufacturing Company,,,Bengaluru,,,
34,30c11b3b77838824cdb2b25965e310cb,2019-07-04 07:19:05+00:00,650000.0,9.5,Accounts , Finance , Tax , Company Secretary , Audit,,Balance Sheet Finalisation, service tax, bank reconciliation, gst, income tax, taxation, financial auditing, finance, tax audit,,Accounts,,,IT-Software, Software Services,,,Accounts Manager,,Accounts Manager (male),,,Gurgaon,Noida,,
35,bfc227dbf0f286df9cc9c7d0805ad32f,2019-08-04 06:32:23+00:00,500000.0,3.5,IT Software - Application Programming , Maintenance,,,,,CSS, jQuery, MySQL, Javascript, HTML, Web Development, Laravel, Codeigniter,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Urgently Required Senior PHP Developer(laravel) || Gurgaon,,,Gurgaon,,,
36,c63aa6a434a8380067a6b5180751852b,2019-07-04 06:06:45+00:00,75000.0,1.0,IT Software - Application Programming , Maintenance,,,,,Recruitment, Hiring, HR, Screening, Interviewing, Staffing,,,,,Other,,,IT-Software, Software Services,,,Fresher,,HR Recruiter,,,Navi Mumbai,,,
37,5d58f1297c00a25f6e104ea1a6e6e852,2019-07-04 17:51:01+00:00,225000.0,2.5,HR , Recruitment , Administration , IR,,,HR, Human Resource Management, Placement Coordination, recruitment executive, recruitment officer,,,,,,Other,,,Recruitment, Staffing,,,Outside Consultant,,"Placement Officer,",,,Pune,,,
38,83d4ba34c0c5f702374aa7526b0c6791,2019-08-04 12:54:53+00:00,600000.0,3.5,Purchase / Logistics / Supply Chain,,,,,,Strategic Sourcing, procurement, supply chain management, Packaging, Vendor Management,,,,,,Purchase,Material Management,,Internet, Ecommerce,,,Purchase Executive,,Walk-in Interviews For Sr.executive - Procurement on 5th July,,,Gurgaon,,,
39,62b74bf32da757b17d0d56e84d476516,2019-07-07 04:30:39+00:00,450000.0,3.5,IT Software - Application Programming , Maintenance,,,,,Test Engineering,,,,,,,,,,Programming & Design,,,IT-Software / Software Services,,,,Software Developer,,Urgent Opening Automation Test Engineer 2-5yrs-bellandur Bangalore,,,Bengaluru (Bellandur),,,
40,1da18437b7a99d50c822c692b83d4589,2019-07-04 19:58:27+00:00,475000.0,4.0,IT Software - Application Programming , Maintenance,,,,,java, mongodb, Hibernate, spring, jms,,,,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Senior Java Developer- Urgently Required by Mumbai IT Company,,,Mumbai (Sakinaka),,,
41,e3a4bfdf5577760fb28a4db1a1ae4170,2019-08-04 08:06:48+00:00,1500000.0,7.5,IT Software - Application Programming , Maintenance,,,,,software development life cycle, css, html5, ui development, design patterns, svn, software engineering, angularjs, javascript,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Senior Software Engineer - UI Development - Javascript,angularjs,,Gurgaon,,,
42,4284c7b47d90f97e34d323024941601b,2019-07-06 12:57:48+00:00,187500.0,3.0,Hotels , Restaurants,,,,,Cash Handling, Cashier Activities, Day Book, Cashier, Restaurant, CSAT,,,,,Front Office,Customer Care,,Travel , Hotels , Restaurants , Airlines ,Cashier,,Restaurant Cashier,,,Delhi NCR (Shakti Nagar),,,
43,59435c22d24996a24a8abd75d2071ea0,2019-08-04 01:42:05+00:00,212500.0,3.0,Production , Manufacturing , Maintenance,,,,Production Management, production control, production planning, Production Manager, Planning, Production Support, Organizing,,,,Production,Manufacturing,Maintenance,Internet, Ecommerce,,,Production Manager,,Production Manager,,,Chandigarh,Panchkula,,
44,cca803141adb064c36e343ab6abb0d1b,2019-07-05 16:47:21+00:00,512500.0,4.5,Sales , Retail , Business Development,,,,sales strategy, sales management, B2B Sales, corporate sales, institutional sales,,,,,,Institutional Sales,,,Internet, Ecommerce,,,Sales,Business Development Manager,"Sales Manger Opening In An E-commerce Industry- (mumbai, Pune)",,,Mumbai,Pune,,
45,46b636c6f2a92d6eb094d539eb37c8c8,2019-07-04 07:24:07+00:00,225000.0,1.5,ITES , BPO , KPO , LPO , Customer Service , Operations,fresher, icse, inbound process, outbound, international bpo, uk process, bcom, communication skills, back office, cbse,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),Hiring for Domestic, International Processes.contact the HR Asap,,Kolkata,,,
46,153bdb62bf7f24942b41f4f715ffc6b1,2019-07-04 17:27:06+00:00,400000.0,3.5,ITES , BPO , KPO , LPO , Customer Service , Operations,accent, auditing, soft skills, training needs, customer service, process compliance,,,,,Training,,,BPO, Call Centre, ITeS,,Voice & Accent Trainer,,Immidate Opening for Voice & Accent Trainer @ Vee Technologies,,,Bengaluru (Vasanth nagar),,,
47,8448416a021cd3682bbd36a85ee20f91,2019-07-06 07:40:51+00:00,900000.0,5.5,Sales , Retail , Business Development,,,,Sales, Sale, Networking Sales, It Solution Sales, Structured Cabling, Passive Networking, Data Center, Cable Tray, cabling, Data Center Rack,Corporate Sales,,,Electricals, Switchgears,,,Sales,Business Development Manager,Territory Sales Manager-Passive Networking-Mumbai,Bangalore,Hyderabad,Bengaluru,Hyderabad,Mumbai,
48,53a333930ecc9e674158e2f6625e3a31,2019-07-06 08:36:22+00:00,1500000.0,15.0,Financial Services , Banking , Investments , Insurance,,,fundraising, finance,,,,,,,,,Operations,Processes,Finance,Medical, Healthcare, Hospitals,,Finance,Budgeting Manager,Senior Manager-fundraising,,,Bengaluru,,,
49,ec676d4547e10191f6304042c1fb92ee,2019-07-06 09:24:07+00:00,1400000.0,10.5,CSR & Sustainability,,,,,,senior management, ngo, key skills, Corporate Social Responsibility, Govt Liasioning, corporate pr, External Communications,,,,CSR & Sustainability,,,Automobile, Auto Anciliary, Auto Components,,CSR Manager,,ADM - External Affairs &amp; CSR - Bangalore,,,Bengaluru,,,
50,e7d5c2011c0386cb3c4ef25b9584f88f,2019-08-04 09:27:23+00:00,225000.0,1.5,ITES , BPO , KPO , LPO , Customer Service , Operations,PR, international bpo, chat process, Aviation, back office, web chat, Guest Relations, Public Speaking, bcom, fresher,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),Great Opportunity To join top MNCs in Kolkata! Grab them While it last,,,Kolkata,,,
51,98521df08929d6f969a0e7c0cbafd4f8,2019-08-06 03:50:45+00:00,180000.0,4.5,Sales , Retail , Business Development,,,,Sales Engineering,,,,,,,,,,Retail Sales,,,Automobile, Auto Anciliary, Auto Components,,Sales,Business Development Manager,Sales Engineer,,,Bengaluru,,,
52,0b55fcd92c88088c05539fccc9348cc1,2019-08-06 00:19:24+00:00,125000.0,3.5,HR , Recruitment , Administration , IR,,,hiring, HRIS, procurement, HR, sourcing, Recruitment, staffing,,,,HR, Recruitment , IR,Recruitment, Staffing,,,Recruitment Executive,,Urgent Opening For Field Recruiter,,,Delhi NCR,,,
53,e25def7bec6b8de0760d09a5107e573e,2019-08-05 03:59:29+00:00,462500.0,1.5,Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology,,pharmaceutical, medical, Pharma, medical billing, healthcare,,,,,,Medical Professional,,,Pharma, Biotech, Clinical Research,,Medical Representative,,Urgent Openings For Pharma Freshers,,,Pune,,,
54,ba56d43a568500bf30e51e97c9039c65,2019-08-04 03:26:49+00:00,187500.0,1.0,Other,,,,,,mechanical operation,preventive maintenance,mechanical,engineeringbreak down maintenance,mechanical maintenance,,,,,,"Suguna Group was founded in the year 1984 with the inception of Suguna Foods in poultry sector by first generation entrepreneurs. Suguna is a USD 1.3 billion (INR 9,000 cr) group and leader in Indian protein food","animal farming industry. With an employee footprint of more than 8500, the group is in to poultry, dairy, processed protein food, animal nutrition, healthcare & biologicals. Group companies are Suguna Foods, Suguna Dairy, Globion, Aminovit Srilanka, Suguna Bangladesh and Kenya. Suguna Foods is the largest poultry enterprise in India and it ranks among the top 10 worldwide. The fully integrated operations cover broiler and layer farming, hatcheries, feed mills, processing plants, vaccines and exports. Suguna markets live broiler chicken, value added eggs, ready-to-eat and ready-to-cook chicken products. With the intent to provide consumers with fresh, clean and hygienic packed chicken, Suguna has set up a chain of modern retail outlets in the name of Ã¢â‚¬ËœDaily FresshÃ¢â‚¬â„¢. Suguna Foods pioneered contract farming in poultry industry, and now has presence in 21 states in India. Suguna as a brand is known for its quality products which has been well accepted by the consumers. Suguna Group always believes in energising rural India and providing nutritional security to India and is proud to associate with the mission of improving livelihood of 38,000 farmers",,FMCG / Foods / Beverage,,,,"Suguna Group was founded in the year 1984 with the inception of Suguna Foods in poultry sector by first generation entrepreneurs. Suguna is a USD 1.3 billion (INR 9,000 cr) group and leader in Indian protein food","animal farming industry. With an employee footprint of more than 8500, the group is in to poultry, dairy, processed protein food, animal nutrition, healthcare & biologicals. Group companies are Suguna Foods, Suguna Dairy, Globion, Aminovit Srilanka, Suguna Bangladesh and Kenya. Suguna Foods is the largest poultry enterprise in India and it ranks among the top 10 worldwide. The fully integrated operations cover broiler and layer farming, hatcheries, feed mills, processing plants, vaccines and exports. Suguna markets live broiler chicken, value added eggs, ready-to-eat and ready-to-cook chicken products. With the intent to provide consumers with fresh, clean and hygienic packed chicken, Suguna has set up a chain of modern retail outlets in the name of Ã¢â‚¬ËœDaily FresshÃ¢â‚¬â„¢. Suguna Foods pioneered contract farming in poultry industry, and now has presence in 21 states in India. Suguna as a brand is known for its quality products which has been well accepted by the consumers. Suguna Group always believes in energising rural India and providing nutritional security to India and is proud to associate with the mission of improving livelihood of 38,000 farmers",Mechanical Maintenance – Btech , Diploma,,Hyderabad,,,
55,d7985cb8a66b92143030873b5b8759f4,2019-07-05 02:50:18+00:00,312500.0,2.0,IT Software - Application Programming , Maintenance,,,,,SSRS, SQL Server, Stored Procedures, SQL Development, MS SQL,,,,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,MS SQL Developer : 0 - 2 Years (only MALE Candidates),,,Hyderabad,,,
56,fc4cdd80a5cc6044fe186d3b66601ba4,2019-08-04 18:37:43+00:00,1150000.0,5.5,IT Software - Application Programming , Maintenance,,,,,Java, CSS, Rest, Spring Mvc, Javascript, HTML, JPA, Spring Boot, JQuery, Web Services,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Java Full Stack Developer,,,Pune,,,
57,d8ebefe00fefe9052e8bffa9d4372eb1,2019-07-05 16:12:25+00:00,1650000.0,13.5,Accounts , Finance , Tax , Company Secretary , Audit,,financial analysis, financial planning, taxation, VP Finance,,,,,,,Senior Management,,,Export, Import,,,Head,VP,GM Finance- Export Import Company,,,Mumbai,,,
58,cffb0206fa331ee148162c305ba6d3b5,2019-07-05 21:41:50+00:00,1450000.0,8.5,Accounts , Finance , Tax , Company Secretary , Audit,,Auditing, Audit Planning, Risk Assessment, Banking, Credit Risk, Credit Policy,,,,,Senior Management,,,Banking, Financial Services, Broking,,Head,VP,Job Opening for Sm,avp_credit Audit_mumbai,,Mumbai,,,
59,eef7c1255c7dad8c256ecac931043f10,2019-07-05 08:05:30+00:00,1000000.0,4.5,IT Software - Application Programming , Maintenance,,,,,rest, java, sql, oop, angularjs, ui development, oracle,,,,Programming & Design,,,Banking, Financial Services, Broking,,Software Developer,,Java,j2ee Application Developer,,Mumbai,,,
60,f03d6b2ed4aa0972133bb16d1083396d,2019-08-04 06:02:08+00:00,400000.0,7.5,Production , Manufacturing , Maintenance,,,,RT, PT, MPI, NDT Inspection, NDT Level, Diploma, Quality Inspection, Level Ii, Inspection Engineering, Mechanical Engineering,Production,Manufacturing,Maintenance,Oil and Gas, Energy, Power, Infrastructure,Service,Maintenance Engineer,Mechanical Engineer Require For Shut Down,,,Kolkata,,,
61,7cdc54a26e95953338b82651df0bdba2,2019-08-05 02:48:33+00:00,175000.0,0.5,ITES , BPO , KPO , LPO , Customer Service , Operations,BPO, any graduate, Voice Process, Voice Support,,,,,,,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),Opening For Fresher,,,Chennai,,,
62,763caf508d72d05372c923758520f501,2019-08-04 13:42:34+00:00,1875000.0,15.0,Production , Manufacturing , Maintenance,,,,Equipment Maintenance, Hydraulics, Inventory Management, Management Skills, Maintenance Head, Electricals,,,,,Senior Management,,,Automobile, Auto Anciliary, Auto Components,,Head,VP,Head of Maintenance,,,Mumbai,Pune,,
63,35e33852915114ce701a0cf77f56e75c,2019-08-04 06:57:35+00:00,850000.0,5.5,Sales , Retail , Business Development,,,,motor insurance, insurance sales, insurance broking, general insurance,,,,,,,Corporate Sales,,,Insurance,,,,Sales,Business Development Manager,Job Opening For Corporate Sales (insurance Broking) Mumbai, Bangalore,,Mumbai,Bengaluru,,
64,7e7865a98ef9430711559058cd727fbb,2019-07-05 06:59:08+00:00,212500.0,0.5,Hotels , Restaurants,,,,,Operations, Inventory Management, Vendor Management, Bhm, Hospitality, Front Office, Guest Relations, Hospitality Management, hotel management,,Front Office,Customer Care,,Travel , Hotels , Restaurants , Airlines ,Front Office,Guest Relations Executive,"Community Manager,",,,Bengaluru,,,
65,23ee585c3ce883f406618941d4540532,2019-08-05 10:04:59+00:00,262500.0,2.0,HR , Recruitment , Administration , IR,,,Screening, Linkedin, IT Recruitment, hr recruitment, Database, recruiter, Sourcing, Interviewing, Recruitment,,HR, Recruitment , IR,BPO, Call Centre, ITeS,,Recruitment Executive,,HR Recruitment Executive,,,Noida,,,
66,a59206adbb037fe5b9c15e12488d36b9,2019-08-04 01:29:07+00:00,250000.0,2.5,ITES , BPO , KPO , LPO , Customer Service , Operations,BPO, Customer Support, international bpo, Voice Process, International Voice, International Voice Process,,,,,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),Ecommerce Executive,,,Gurgaon,,,
67,165a77f4f79f45d417094727ef301b09,2019-07-06 01:08:15+00:00,1025000.0,13.5,Sales , Retail , Business Development,,,,lead generation, branding, business development, Sales Management, market research, competitive intelligence, market analysis, Marketing,,,Institutional Sales,,,Chemicals, PetroChemical, Plastic, Rubber,Sales,Business Development Manager,Manager Sales &amp; Marketing,,,Delhi NCR,Mumbai,,
68,1c80653c24f216dc7a884d310d706c07,2019-07-04 15:58:10+00:00,237500.0,3.0,HR , Recruitment , Administration , IR,,,hr, recruitment, recruiter, hiring, head hunting, leadership, mass hiring, volume hiring, bulk hiring, team leader,HR, Recruitment , IR,Recruitment, Staffing,,,Recruitment Executive,,VERY Urgent Opening for IT Recruiter & Non IT Recruiter !! Apply NOW,,,Pune,,,
69,058f1b63cb9120366f7e6259f06dd5b8,2019-08-04 19:18:03+00:00,212500.0,1.5,Purchase / Logistics / Supply Chain,,,,,,QMS, Impex, Environmental Management System, Warehouse Management System, Export Import Logistics,,,,,,Logistics,,,Automobile, Auto Anciliary, Auto Components,,Logistics Executive,,Supply Chain - Import Export Executive,,,Chennai,,,
70,d25eab72eaf5e2fc3c0da6371ba166ff,2019-07-04 17:57:15+00:00,550000.0,2.5,IT Software - Application Programming , Maintenance,,,,,spring boot, spring security, spring mvc,,,,,,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Hiring for Spring Boot Developer-noida,,,Noida,,,
